id,created_at,text,likes,in reply to,retweeted,language
1447933455359221760,2021-10-12 14:33:31+00:00,予想 https://t.co/Nlbdfg1OGs,0,,False,ja
1447933453199192079,2021-10-12 14:33:31+00:00,"RT @gorgeousSolzkee: @jonnanakss @AdaMasaliDiziPh love doesn't give up

#așkvazgeçmez",0,,False,en
1447933432760242184,2021-10-12 14:33:26+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447933429539037198,2021-10-12 14:33:25+00:00,"RT @Canary_Primary: Canary doesnt miss a beat, shes very direct 😂the raccoon girl never stood a chance

the red boy taxi driver is Malcolm…",0,,False,en
1447933424879161368,2021-10-12 14:33:24+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447933393258401800,2021-10-12 14:33:16+00:00,"@LindsellMatthew Meal, pub drinks, night club and then taxi home🤩",0,LindsellMatthew,False,en
1447933384731336707,2021-10-12 14:33:14+00:00,"@2N_ICEBOX @Bumbuls2 @Talis_L Agrāk darīju tā: ar aplikāciju “Bolt” izsaucu Taxi ( cipari redzami) vienojos, ka iek… https://t.co/w8jGAdBV5z",0,2N_ICEBOX,False,lv
1447933380419624962,2021-10-12 14:33:13+00:00,RT @SSeiji0429: https://t.co/SaC55H4wi8,0,,False,und
1447933378100142093,2021-10-12 14:33:13+00:00,jadi kangen taxi driver deh..... semoga ada s2 nya plsssssss,0,,False,in
1447933372286783503,2021-10-12 14:33:11+00:00,RT @alaabubble: imagine going home after a long day at work while it suddenly decides to rain outside the moment you step out of the office…,0,,False,en
1447933352246497289,2021-10-12 14:33:07+00:00,"RT @naney_NFT: A new Drop ""TUK-TUK""
🚕Tuk-Tuk is a Thai taxi, used a lot in Bangkok. Nicknamed is ""Fast and Furious 8"" of Thailand. 55+
Uniq…",0,,False,en
1447933350841303051,2021-10-12 14:33:06+00:00,"RT @mimiiijara: @AdaMasaliNews gorkem 

#aşkvazgeçmez",0,,False,tr
1447933344533159949,2021-10-12 14:33:05+00:00,"RT @poyhazzzz: im losing everyone while im finding my self

#aşkvazgeçmez",0,,False,en
1447933343811710988,2021-10-12 14:33:05+00:00,@848cabs 848 cabs Limited are now running 210210 cabs (formerly Doones) which I believe to be them oldest taxi firm in...,0,848cabs,False,en
1447933335565635591,2021-10-12 14:33:03+00:00,"Taxi driver

🏥
가는 길에는 굳이 둘러가는 유턴을 해.
돌아오는 길은 기사 분이 이상해서 내내 힘들었음.
운전은 조용히😷,전방주시👁 제발.

🚔
택시승강장에서 택시기사 좀 골라내 주세요.",0,,False,ko
1447933331383914496,2021-10-12 14:33:02+00:00,"RT @live_in_dizilan: copy the right tag and use that copy all the time

#aşkvazgeçmez",0,,False,en
1447933324706594818,2021-10-12 14:33:00+00:00,"RT @abbaszade_s: sen benim her şeyimsin
#aşkvazgeçmez",0,,False,tr
1447933322471084037,2021-10-12 14:33:00+00:00,"@nogueruelas Calanda ,demuestra que hay vida ...Fiestas del Pilar. https://t.co/ZyeVySbNtU",0,nogueruelas,False,es
1447933318306095112,2021-10-12 14:32:59+00:00,RT @IPapatyakokuluI: geçen haftaya göre çokkk yavaşız nerde bu fandom hadiii yorulduysanız rt kısmına girip bolca rt yapın hadi hadi #aşkva…,0,,False,tr
1447933305853292561,2021-10-12 14:32:56+00:00,"RT @a_mdizi: bizimkisi alev gibi biraz    viii
#aşkvazgeçmez #AdaMasalı #PoyHaz",0,,False,tr
1447933299536629764,2021-10-12 14:32:54+00:00,"RT @lizbiberiye3: @YULEIMARA @HaziranPoyraz jajajaajajjaa truquito

#aşkvazgeçmez",0,,False,es
1447933291114475531,2021-10-12 14:32:52+00:00,"RT @Adamasalifanpge: çok mütlü ol haziran
olür
#aşkvazgeçmez",0,,False,tr
1447933283745075218,2021-10-12 14:32:50+00:00,"RT @AM_AlpAy: @andinocarol @mimiiijara @Eliza_Oreyes dispuestisima voy cogiendo los ahorros 
#aşkvazgeçmez",0,,False,es
1447933275792625674,2021-10-12 14:32:48+00:00,@drakorfess_ Jangan lupa ajakin temennya nonton drakor action thriller nderr seru bngt asliii saranin pertama kali taxi driver coba nder,0,drakorfess_,False,in
1447933268276482059,2021-10-12 14:32:47+00:00,"RT @merdivenler: sayımız geçen haftaya göre nasıl gidiyor bilen var mı

#aşkvazgeçmez",0,,False,tr
1447933264581341184,2021-10-12 14:32:46+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447933258910642183,2021-10-12 14:32:44+00:00,"RT @lavieenrosee24: so im new to this singing segment bear with me sorry for the incorrect twts let me try again
#aşkvazgeçmez",0,,False,en
1447933252178743300,2021-10-12 14:32:43+00:00,"RT @o_bellacim: lol why didnt you guys tell me our tag means love does not give up just like bo cancelitos 
#aşkvazgeçmez",0,,False,en
1447933244427624449,2021-10-12 14:32:41+00:00,"RT @PoliciaEcuador: FRONTALES CONTRA LOS DELITOS🚔

🔗Capturamos a 2 personas por presuntos delitos de tenencia ilícita de drogas y robo a un…",0,,False,es
1447933243437748233,2021-10-12 14:32:41+00:00,"RT @MamitaCelestina: @ctarbanahz @Cookie09Crystal had to switch accounts
also did some retweets
im being a good responsible citizen of this…",0,,False,en
1447933232398405633,2021-10-12 14:32:38+00:00,"RT @_poyhaz_: girmezsen eğer koynuna

#aşkvazgeçmez",0,,False,tr
1447933187171274762,2021-10-12 14:32:27+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447933177935323137,2021-10-12 14:32:25+00:00,"... gris iba a toda velocidad y colisionó con el rojo que realizaba servicio de taxi.

Dejó como saldo un fallecido… https://t.co/6LSNasCzQR",0,Diario_EP,False,es
1447933177088053254,2021-10-12 14:32:25+00:00,"I have seen a Masai boarding a taxi 😂😂
Eh the were these guys walk 🙆it's a surprise 😂",1,,False,en
1447933174043058196,2021-10-12 14:32:24+00:00,Bro I hate feeling like a damn taxi driver 🤬🤬,0,,False,en
1447933167994814479,2021-10-12 14:32:23+00:00,"Can you recommend anyone for this job? Drivers https://t.co/T4flAsYOMS Las Vegas, NV",0,,False,en
1447933140182437902,2021-10-12 14:32:16+00:00,@KidmanMakino @sexybiatchnhuby I feel the same way you did about it. Granted I've never seen Taxi so that much was… https://t.co/p1mkE6Zpi4,1,KidmanMakino,False,en
1447933128639754247,2021-10-12 14:32:13+00:00,@Mtsai_Legend Zulus are the real taxi drivers,0,Mtsai_Legend,False,en
1447933122306269198,2021-10-12 14:32:12+00:00,"@jushun_ 50. taxi driver, catch the ghost, welcome to waikiki 2, move to heaven, partners for justice, racket boys,… https://t.co/yZH1mD1ll4",0,jushun_,False,en
1447933118678175752,2021-10-12 14:32:11+00:00,RT @gspencegreen: Woke up exhausted this morning. Just wanted a peaceful taxi to work but of course I get a driver who won’t stop saying ho…,0,,False,en
1447933112575537153,2021-10-12 14:32:09+00:00,RT @KanwalSibal: Former Chief Eco Adviser to GoI seeks validation of his attacks on farm laws not from actual farmer but one who ran away f…,0,,False,en
1447933109148717074,2021-10-12 14:32:09+00:00,"(246) Odd taxi is great. The ugly and the uglier. Cristina is waifu. Draw 12%. 

Mental still misty. Something coming. Nya",0,,False,en
1447933103176130570,2021-10-12 14:32:07+00:00,RT @Minnaadamasali: @adamasaliiiiii1 @htaneezzz night #aşkvazgeçmez,0,,False,en
1447933095181705225,2021-10-12 14:32:05+00:00,RT @AmnaKaSamnaa: rt if you watch on startv app or website #aşkvazgeçmez,0,,False,en
1447933088760320000,2021-10-12 14:32:04+00:00,"RT @KatiaKadz: gün alır sessiz, büyür yanımda
her adım, her anımda

#aşkvazgeçmez i",0,,False,tr
1447933084318543877,2021-10-12 14:32:03+00:00,"RT @pia24711: Miniseries  that reached double digit so far this year.
Penthouse 2 &amp; 3 - SBS
Mr. Queen -TVN
Love 2 - TVChuson
OnetheWoman -…",0,,False,en
1447933074159935491,2021-10-12 14:32:00+00:00,"RT @Canary_Primary: Canary doesnt miss a beat, shes very direct 😂the raccoon girl never stood a chance

the red boy taxi driver is Malcolm…",0,,False,en
1447933071995674631,2021-10-12 14:32:00+00:00,"RT @AycAlp_PoyHaz: e gülüşünde yıldızlardan daha güzel bir şey görüyorum

#aşkvazgeçmez",0,,False,tr
1447933063015669766,2021-10-12 14:31:58+00:00,"RT @AycAlp_PoyHaz: t seninle hayat bambaşka seninleyken hiçbir şey hissetmiyorum zaman çabuk geçiyor ve ben seninleyim

#aşkvazgeçmez",0,,False,tr
1447933060188708866,2021-10-12 14:31:57+00:00,"RT @BELFASTCITY_AIR: We're seeking to recruit for over 40 positions at Belfast City Airport!

From Ramp Service Agents to Front of House St…",0,,False,en
1447933057630187520,2021-10-12 14:31:56+00:00,"RT @51ninna: rt if you love todays hashtag

#aşkvazgeçmez",0,,False,en
1447933050378231826,2021-10-12 14:31:55+00:00,"@JamieIrishRed I went through a similar experience, I only had a pint in a pub I wouldn't usually go to and was hal… https://t.co/GTWagyUnp6",1,JamieIrishRed,False,en
1447933030358818816,2021-10-12 14:31:50+00:00,"ramen ramyun with eggs and spicy yes midnight snacks

#aşkvazgeçmez",0,,False,en
1447933009219436557,2021-10-12 14:31:45+00:00,RT @SSeiji0429: https://t.co/lXUcIkckow,0,,False,und
1447932999622922255,2021-10-12 14:31:43+00:00,@taxiayuda @joinup_es @Pidetaxi_es @Imbric_app @taxiyaspain @MadridTeletaxi @RTaxi_Madrid Me parece un cartel genia… https://t.co/yjrwDHJ53P,0,taxiayuda,False,es
1447932997257383938,2021-10-12 14:31:42+00:00,"RT @Barbesito: Me acabo de bajar de un taxi francés y nada más bajarme he besado el suelo. Madre mía cómo conducen, casi muero 7 veces.",0,,False,es
1447932991070773259,2021-10-12 14:31:41+00:00,RT @acervobigbig: big linda saindo do porta mala do taxi https://t.co/4F1jS8RoaW,0,,False,pt
1447932987438424073,2021-10-12 14:31:40+00:00,"@JhenifeAires mendiguei 15 pila por causa de um táxi, que depressão KKKKKKKKKK",0,JhenifeAires,False,pt
1447932985127415832,2021-10-12 14:31:39+00:00,@claudia_mrosek Laufen? Meine sind Taxi gefahren. 🙄,0,claudia_mrosek,False,de
1447932982090735623,2021-10-12 14:31:38+00:00,RT @TheRealClementM: ANC EC on #TheLead has explained why it benefited 280 000 from money meant for Winnie Madikizela Mandela memorial serv…,0,,False,en
1447932967905599490,2021-10-12 14:31:35+00:00,RT @SSeiji0429: https://t.co/SaC55H4wi8,0,,False,und
1447932965217050631,2021-10-12 14:31:34+00:00,"@JacekCzarnecki1 @MarekSurmacz Pan Marek powinien poprawić opis. Od 1977 milicjant, w latach 1987-1990 członek SD p… https://t.co/3uwGfGc0ND",0,JacekCzarnecki1,False,pl
1447932961735729160,2021-10-12 14:31:34+00:00,"Agree, we have an example, USA vs #Mexico, for the same job, in MX a taxi driver get only $10 #USD day &amp; on #USA ea… https://t.co/yrppCAnL79",0,,False,en
1447932955775668232,2021-10-12 14:31:32+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447932940722245649,2021-10-12 14:31:29+00:00,"RT @VargasvilCol: Gracias infinitas a quienes  colaboraron con la búsqueda de mi amigo y hermano Jairo Alonso Gómez, desaparecido  el 7 de…",0,,False,es
1447932932874776578,2021-10-12 14:31:27+00:00,"Mon GP Breton était Belge, avant, il a atterri en Bretagne prisonnier des boches - et quand j'dis ""boches"" j'dis pa… https://t.co/pvfLkQJePp",0,lalylouLala1,False,fr
1447932927606669313,2021-10-12 14:31:25+00:00,@BciSeguros tienen a mi hermana botada en chillan la grua no llega llegó el taxi primero diciendo que deje el auto… https://t.co/KJFUFvypWK,0,BciSeguros,False,es
1447932919092293636,2021-10-12 14:31:23+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447932913543262227,2021-10-12 14:31:22+00:00,@Leandro_Fraile @Ttbcn1 Yo vuelvo en taxi siempre segura. Y me espera que entre al portal. https://t.co/ZjCNHT1PIK,0,Leandro_Fraile,False,es
1447932899009904642,2021-10-12 14:31:19+00:00,"RT @StevesTaxis: We need GOOD Taxi Drivers TODAY*
[*Race Drivers NEED NOT APPLY]
Earn up to £1500 a week and drive for us.         
Find ou…",0,,False,en
1447932870052524037,2021-10-12 14:31:12+00:00,"@GWGoldnadel @DTovev Meme quand ils prennent le métro ! ils hésitent à sortir le soir , ou bien ,  Le TAXI LES ATTE… https://t.co/raJGwLwBTt",0,GWGoldnadel,False,fr
1447932841141186573,2021-10-12 14:31:05+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447932822518439936,2021-10-12 14:31:00+00:00,"RT @Flights2World: Shoutout to all the foodies in NYC, Any suggestions? #travel #travelphotography #travelgram #travelblogger #flights #hot…",0,,False,en
1447932781389099020,2021-10-12 14:30:51+00:00,"Estoy viendo ""Un día inolvidable"", va Michelle dando indicaciones en un taxi y me ha venido a la mente cuando, en u… https://t.co/mJbfox08ZK",1,,False,es
1447932771922554882,2021-10-12 14:30:48+00:00,@taxi_musica 了解しましたーーーー^_^,0,taxi_musica,False,ja
1447932764511248386,2021-10-12 14:30:47+00:00,"RT @MumbaiLiveNews: Taxi union comptemplating on using electric cars due to hike in fuel prices, click here to read more -  https://t.co/AD…",0,,False,en
1447932758190346253,2021-10-12 14:30:45+00:00,@ExWinterSoIdier ────Ella también era consciente de que no era extremadamente necesario que mantuvieran el papel ta… https://t.co/T4Bba5IrBs,0,ExWinterSoIdier,False,es
1447932735306223616,2021-10-12 14:30:40+00:00,"trabajo, se puede encontrar alrededor de un 50%-50%.

Por ende, el sector del taxi, no solamente a nivel municipal,… https://t.co/DgOvWz2K7p",0,David_Diaz_Gonz,False,es
1447932734278709248,2021-10-12 14:30:39+00:00,"@telecincoes @Rubenet085 Y para cuado en los coches, es tan ☣️ peligroso ⚠️ como el uso del teléfono. Y no digamos… https://t.co/xI1psIEeWI",0,telecincoes,False,es
1447932721662251011,2021-10-12 14:30:36+00:00,普通に居るでこんなん,0,,False,ja
1447932717287579675,2021-10-12 14:30:35+00:00,"RT @StevesTaxis: We have got a £50 Amazon Voucher for your to win.
Follow our socials and tell us WHAT would YOU spend the winnings on ?…",0,,False,en
1447932707124785160,2021-10-12 14:30:33+00:00,@dunkincolombia lástima que no te vendan productos por no tener sencillo. Cultura del taxi?,0,dunkincolombia,False,es
1447932684311932930,2021-10-12 14:30:27+00:00,"@X1Seungzz The taxi's waitin'
He's blowin' his horn
Already I'm so lonesome
I could die

part saat2 d telp utk last time 😫 ughhh",0,X1Seungzz,False,en
1447932678632878083,2021-10-12 14:30:26+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447932629458825227,2021-10-12 14:30:14+00:00,Scene near office while walking to home. Taxi uncles and auto uncles all rejected me today. https://t.co/25pO9o6P56,0,,False,en
1447932594809720835,2021-10-12 14:30:06+00:00,Ciclista termina arrollado por taxi en #GómezPalacio; quedó bajo observación médica con un estado de salud estable https://t.co/cHAGRzgxgP,1,,False,es
1447932575356424193,2021-10-12 14:30:01+00:00,RT @CTRavi_BJP: It appears that Taxi Drivers around the World are more qualified than the former Chief Economic Adviser of Sonia Gandhi Gov…,0,,False,en
1447932571573227526,2021-10-12 14:30:01+00:00,"The collision involved a taxi and a Volkswagen Bora.

https://t.co/EiKGmPsFUg",0,,False,en
1447932555873984523,2021-10-12 14:29:57+00:00,"RT @sogashi_cb1300: 今日聞いた知り合いの事故が悲惨過ぎる…。
交差点内の事故で相手の情報
•警察を呼びたがらない
•事故処理の途中で運転していた人を同乗者にすり替えようとする
•無灯火
•任意保険無し
•車検切れ
•自賠責保険無し
•免停中

何とか対処法は…",0,,False,ja
1447932535044968453,2021-10-12 14:29:52+00:00,RT @real_fabristol: Su un taxi ora. Niente maschera né gel. https://t.co/1yLqXdvQ2m,0,,False,it
1447932521052790792,2021-10-12 14:29:48+00:00,@advovolicious Add Centane Taxi rank,0,advovolicious,False,cy
1447932501666717700,2021-10-12 14:29:44+00:00,"RT @Canary_Primary: Canary doesnt miss a beat, shes very direct 😂the raccoon girl never stood a chance

the red boy taxi driver is Malcolm…",0,,False,en
1447932481861263368,2021-10-12 14:29:39+00:00,"Pored mene i rasklimetanoj 15ici sedi Crnogorac, telefonira dve vreme. Kaze zagovornicima kako je u Beograd, imao n… https://t.co/bK00MCfTf9",1,,False,und
1447932478572859392,2021-10-12 14:29:38+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447932472109449231,2021-10-12 14:29:37+00:00,"RT @ZuesNotZeus: Taxi Drivers should sell Credit.

Rt if you agree🥱",0,,False,en
1447932430829211661,2021-10-12 14:29:27+00:00,RT @MalumeRichie: Stop a random taxi and ask how business was this weekend🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/O4Dw1csbdM,0,,False,en
1447932424286052359,2021-10-12 14:29:25+00:00,"RT @ifunnyson: There is a girl small boobs sitting next to me in the taxi, what should I do? 🌝😂",0,,False,en
1447932410188926977,2021-10-12 14:29:22+00:00,RT @TrafficRTMC: The taxi driver charged with driving into two cyclists and dragging one to his death is set to apply for bail in the Randb…,0,,False,en
1447932391671095304,2021-10-12 14:29:18+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447932387124555789,2021-10-12 14:29:17+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447932348910145548,2021-10-12 14:29:07+00:00,"T-Pack Part1 
TAXI 
https://t.co/5QPRD1r6w8",0,,False,en
1447932335714967556,2021-10-12 14:29:04+00:00,"Taxi driver : had a good night pal?
Me : https://t.co/GBMKbpkwKf",0,,False,en
1447932320778948631,2021-10-12 14:29:01+00:00,@thehawkeyex @usha_kaul INTELLECTUALS fallen to such low level that their views  are FORMED by VIEWS of TAXI DRIVERS ALONE.,0,thehawkeyex,False,en
1447932305838854158,2021-10-12 14:28:57+00:00,"RT @ZuesNotZeus: Taxi Drivers should sell Credit.

Rt if you agree🥱",0,,False,en
1447932266802470912,2021-10-12 14:28:48+00:00,Es ahí cuando cogo taxi mejor :),0,Jose_linePonceV,False,es
1447932255964434446,2021-10-12 14:28:45+00:00,ANC EC on #TheLead has explained why it benefited 280 000 from money meant for Winnie Madikizela Mandela memorial s… https://t.co/HaBHFsDoT7,1,,False,en
1447932252084744208,2021-10-12 14:28:44+00:00,"youth of may, taxi driver, law school, mouse, beyond evil dll https://t.co/ouzwfkXZe7",0,,False,en
1447932235223552010,2021-10-12 14:28:40+00:00,"RT @CraigKellyMP: LEADERSHIP IN A BIOMEDICAL FASCIST SECURITY STATE

Shame on Dom &amp; NSW Liberals for their policies of SEGREGATION bringing…",0,,False,en
1447932228827291660,2021-10-12 14:28:39+00:00,"RT @UGlawyer: My brothers and sisters in Bodaboda and taxi business, you can also have Business cards indicating your name, image, contacts…",0,,False,en
1447932224670679053,2021-10-12 14:28:38+00:00,Un classique sur Paris. Je peux comprendre un arrêt tardif au feu orange mûr qui fait que la voiture déborde. Mais… https://t.co/Ui60AOKQ4P,0,,False,fr
1447932205334937600,2021-10-12 14:28:33+00:00,"RT @Canary_Primary: Canary doesnt miss a beat, shes very direct 😂the raccoon girl never stood a chance

the red boy taxi driver is Malcolm…",0,,False,en
1447932194681507863,2021-10-12 14:28:31+00:00,"¿Cómo funciona la app de Taxi Contigo? Distancia, tiempo de espera y costo https://t.co/p40i9Q66eC",0,,False,es
1447932167309471753,2021-10-12 14:28:24+00:00,"RT @Masoume_navruz: birlikte çok iyisiniz
#aşkvazgeçmez
#PoyHaz",0,,False,tr
1447932159075966982,2021-10-12 14:28:22+00:00,"RT @Canary_Primary: Canary doesnt miss a beat, shes very direct 😂the raccoon girl never stood a chance

the red boy taxi driver is Malcolm…",0,,False,en
1447932152843227140,2021-10-12 14:28:21+00:00,"RT @MoniRobot: @NiMais93 @90Freaking i think we will enjoy more when alp bey blocks both of you with his chubfings hahhaha

#aşkvazgeçmez",0,,False,en
1447932143804551178,2021-10-12 14:28:19+00:00,"RT @ctarbanahz: @Cookie09Crystal @MamitaCelestina we are not leaving out your nose skills crystal 
there is no one better that can get thei…",0,,False,en
1447932125861322763,2021-10-12 14:28:14+00:00,@tako1042 シュラスコ貪りましょう！(半袖でｗ),1,tako1042,False,ja
1447932121692131332,2021-10-12 14:28:13+00:00,"RT @Alamhedin: @adamasalidizi @ayyapim @startv seni denizlerdeki kum taneleri göklerdeki yıldızlar kadar çok seviyorum  

#aşkvazgeçmez",0,,False,tr
1447932105485340676,2021-10-12 14:28:09+00:00,"RT @uniqueirr: sil baştan başlamak gerek bazen hayatı sıfırlamak

 #aşkvazgeçmez",0,,False,tr
1447932077907877891,2021-10-12 14:28:03+00:00,"☆★タクシーのお得な割引クーポン★☆

GO友達紹介コード【mf-dg9axw】2000円割引
DiDiクーポンコード【YRG8UBR7】1000円割引
UBER【6rb8zp】2000円割引

ご自由にお使い下さい♪",0,,False,ja
1447932023427981328,2021-10-12 14:27:50+00:00,"Es probable, pero es en una vía concurrida, la camioneta estaba a 5 metros de una salida de subterráneo, tres comer… https://t.co/A1IW84xYVC",0,,False,es
1447932023130234888,2021-10-12 14:27:50+00:00,"Harde ntwana yam, manje did u take a taxi? 😂😂😂😂😂 https://t.co/GobEYvkYAE",0,,False,ht
1447932009746255898,2021-10-12 14:27:47+00:00,"@ftm_adamasali @taxi_sadk i writing my fav color
blue #aşkvazgeçmez",0,ftm_adamasali,False,en
1447932009633009674,2021-10-12 14:27:47+00:00,"RT @gbollardphoto: I’m working on the night of the 22nd, and it costs 60-80 euros for a taxi home. If I’m paid on the low end at 150, or le…",0,,False,en
1447932003375013893,2021-10-12 14:27:45+00:00,RT @AmnaKaSamnaa: one thing you adore about ayçalp #aşkvazgeçmez,0,,False,en
1447932000845893634,2021-10-12 14:27:44+00:00,"RT @StevesTaxis: We have got a £50 Amazon Voucher for your to win.
Follow our socials and tell us WHAT would YOU spend the winnings on ?…",0,,False,en
1447931993312964612,2021-10-12 14:27:43+00:00,"RT @andinocarol: @sof_vicki que emocionante eso significa que ven lo que el fandom hace

#aşkvazgeçmez",0,,False,es
1447931983498203136,2021-10-12 14:27:40+00:00,RT @sof_vicki: nunca olvidare cuando el admin le dio like a una mis respuestas al poner el hashtag literal se me bajo la presión cuando vi…,0,,False,es
1447931938631790597,2021-10-12 14:27:30+00:00,Taxi that blew a stop sign and almost hitting me in the crosswalk didn't appear for the hearing. Auto guilty. I lov… https://t.co/zikXQe5BtE,1,,False,en
1447931913361141781,2021-10-12 14:27:24+00:00,RT @cwcseven: jtbc. 방금 ㅎㅎㅎ 남욱 인터뷰. 바보가 들어도 답은 나오네 잘 가라 죄명아 ㅆㅂㄴ,0,,False,ko
1447931911402307597,2021-10-12 14:27:23+00:00,"RT @mimiiijara: rt aquiii las que estan mas que dispuestas a pagar la multa por el halvet sin miedo al exito vaaaamos 

#aşkvazgeçmez",0,,False,es
1447931908801847316,2021-10-12 14:27:22+00:00,"RT @aapkadharam: https://t.co/bLmJz7Jlej. Friends, love you all. I am extremely happy to notice your loving response to my post with my lov…",0,,False,en
1447931902355181569,2021-10-12 14:27:21+00:00,RT @BongzTheGreat: I will never stop sharing this Centane Taxi rank that cost 64 million to build. https://t.co/xdE5nsQLkG,0,,False,en
1447931888211988488,2021-10-12 14:27:18+00:00,"ノクターン運極！！
マルチしていただいた方
ありがとうございました！！ https://t.co/9Xrmwglmsr",0,,False,ja
1447931860978442242,2021-10-12 14:27:11+00:00,@taxi_musica 沖縄料理店にでも行きますか。もしくはラテンのノリでシュラスコパーティーw(どちらもイタリアではないw),1,taxi_musica,False,ja
1447931849016229900,2021-10-12 14:27:08+00:00,"La mujer tomó el taxi para regresar a casa y, durante el camino, tres hombres abusaron de ella. 😡
https://t.co/EvbwxG3KTt",0,,False,es
1447931842607435788,2021-10-12 14:27:07+00:00,Counting Crows w/ Vanessa Carlton - Big Yellow Taxi,0,,False,en
1447931842049499148,2021-10-12 14:27:07+00:00,"RT @effetainfo: #Noticias | A las 10 horas, del día 10, del mes 10, @MovilidadHgo y @taxicontigo_ pusieron en marcha la app #TaxiContigoPas…",0,,False,es
